date,filename,filename_id,actual_class,predicted_class,reason
2024-12-19,2024-12-19_10_07_04_(18009)_sardine_input.jpeg,(18009)_(2),Bad,Bad,Softness
2024-12-19,2024-12-19_09_54_44_(17953)_sardine_input.jpeg,(17953)_(1),Good,Good,
2024-12-19,2024-12-19_09_54_44_(17953)_sardine_input.jpeg,(17953)_(2),Good,Good,
2024-12-19,2024-12-19_09_54_53_(17954)_sardine_input.jpeg,(17954)_(1),Good,Good,
2024-12-19,2024-12-19_09_54_53_(17954)_sardine_input.jpeg,(17954)_(2),Good,Good,
2024-12-19,2024-12-19_09_55_04_(17955)_sardine_input.jpeg,(17955)_(1),Good,Good,
2024-12-19,2024-12-19_09_55_04_(17955)_sardine_input.jpeg,(17955)_(2),Good,Good,
2024-12-19,2024-12-19_09_55_11_(17956)_sardine_input.jpeg,(17956)_(1),Good,Good,
2024-12-19,2024-12-19_09_55_11_(17956)_sardine_input.jpeg,(17956)_(2),Good,Good,
2024-12-19,2024-12-19_09_55_19_(17957)_sardine_input.jpeg,(17957)_(1),Good,Good,
2024-12-19,2024-12-19_09_55_19_(17957)_sardine_input.jpeg,(17957)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_09_55_34_(17958)_sardine_input.jpeg,(17958)_(1),Good,Good,
2024-12-19,2024-12-19_09_55_34_(17958)_sardine_input.jpeg,(17958)_(2),Good,Good,
2024-12-19,2024-12-19_09_57_21_(17959)_sardine_input.jpeg,(17959)_(1),Good,Good,
2024-12-19,2024-12-19_09_57_21_(17959)_sardine_input.jpeg,(17959)_(2),Good,Good,
2024-12-19,2024-12-19_09_57_28_(17960)_sardine_input.jpeg,(17960)_(1),Good,Good,
2024-12-19,2024-12-19_09_57_28_(17960)_sardine_input.jpeg,(17960)_(2),Good,Good,
2024-12-19,2024-12-19_09_57_35_(17961)_sardine_input.jpeg,(17961)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_09_57_35_(17961)_sardine_input.jpeg,(17961)_(2),Good,Good,
2024-12-19,2024-12-19_09_57_45_(17962)_sardine_input.jpeg,(17962)_(1),Good,Good,
2024-12-19,2024-12-19_09_57_45_(17962)_sardine_input.jpeg,(17962)_(2),Good,Good,
2024-12-19,2024-12-19_09_57_53_(17963)_sardine_input.jpeg,(17963)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_09_57_53_(17963)_sardine_input.jpeg,(17963)_(2),Good,Good,
2024-12-19,2024-12-19_09_57_53_(17963)_sardine_input.jpeg,(17963)_(3),Good,Bad,Softness
2024-12-19,2024-12-19_09_58_05_(17964)_sardine_input.jpeg,(17964)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_09_58_05_(17964)_sardine_input.jpeg,(17964)_(2),Good,Good,
2024-12-19,2024-12-19_09_58_14_(17965)_sardine_input.jpeg,(17965)_(1),Good,Good,
2024-12-19,2024-12-19_09_58_14_(17965)_sardine_input.jpeg,(17965)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_09_58_23_(17966)_sardine_input.jpeg,(17966)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_09_58_23_(17966)_sardine_input.jpeg,(17966)_(2),Good,Good,
2024-12-19,2024-12-19_09_58_33_(17967)_sardine_input.jpeg,(17967)_(1),Good,Good,
2024-12-19,2024-12-19_09_58_33_(17967)_sardine_input.jpeg,(17967)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_09_58_43_(17968)_sardine_input.jpeg,(17968)_(1),Good,Good,
2024-12-19,2024-12-19_09_58_43_(17968)_sardine_input.jpeg,(17968)_(2),Good,Good,
2024-12-19,2024-12-19_09_58_51_(17969)_sardine_input.jpeg,(17969)_(1),Good,Good,
2024-12-19,2024-12-19_09_58_51_(17969)_sardine_input.jpeg,(17969)_(2),Good,Good,
2024-12-19,2024-12-19_09_59_00_(17970)_sardine_input.jpeg,(17970)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_09_59_00_(17970)_sardine_input.jpeg,(17970)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_09_59_09_(17971)_sardine_input.jpeg,(17971)_(1),Good,Good,
2024-12-19,2024-12-19_09_59_09_(17971)_sardine_input.jpeg,(17971)_(2),Good,Good,
2024-12-19,2024-12-19_09_59_18_(17972)_sardine_input.jpeg,(17972)_(1),Good,Good,
2024-12-19,2024-12-19_09_59_18_(17972)_sardine_input.jpeg,(17972)_(2),Good,Good,
2024-12-19,2024-12-19_09_59_58_(17973)_sardine_input.jpeg,(17973)_(1),Good,Good,
2024-12-19,2024-12-19_09_59_58_(17973)_sardine_input.jpeg,(17973)_(2),Good,Good,
2024-12-19,2024-12-19_10_00_07_(17974)_sardine_input.jpeg,(17974)_(1),Good,Good,
2024-12-19,2024-12-19_10_00_07_(17974)_sardine_input.jpeg,(17974)_(2),Good,Good,
2024-12-19,2024-12-19_10_00_17_(17975)_sardine_input.jpeg,(17975)_(1),Good,Good,
2024-12-19,2024-12-19_10_00_17_(17975)_sardine_input.jpeg,(17975)_(2),Good,Good,
2024-12-19,2024-12-19_10_00_25_(17976)_sardine_input.jpeg,(17976)_(1),Good,Good,
2024-12-19,2024-12-19_10_00_25_(17976)_sardine_input.jpeg,(17976)_(2),Good,Bad,Damaged
2024-12-19,2024-12-19_10_00_35_(17977)_sardine_input.jpeg,(17977)_(1),Good,Good,
2024-12-19,2024-12-19_10_00_35_(17977)_sardine_input.jpeg,(17977)_(2),Good,Good,
2024-12-19,2024-12-19_10_00_44_(17978)_sardine_input.jpeg,(17978)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_00_44_(17978)_sardine_input.jpeg,(17978)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_10_00_54_(17979)_sardine_input.jpeg,(17979)_(1),Good,Good,
2024-12-19,2024-12-19_10_00_54_(17979)_sardine_input.jpeg,(17979)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_10_01_04_(17980)_sardine_input.jpeg,(17980)_(1),Good,Good,
2024-12-19,2024-12-19_10_01_04_(17980)_sardine_input.jpeg,(17980)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_10_01_14_(17981)_sardine_input.jpeg,(17981)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_01_14_(17981)_sardine_input.jpeg,(17981)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_10_01_25_(17982)_sardine_input.jpeg,(17982)_(1),Good,Good,
2024-12-19,2024-12-19_10_01_25_(17982)_sardine_input.jpeg,(17982)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_10_01_35_(17983)_sardine_input.jpeg,(17983)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_01_35_(17983)_sardine_input.jpeg,(17983)_(2),Good,Good,
2024-12-19,2024-12-19_10_02_56_(17984)_sardine_input.jpeg,(17984)_(1),Good,Good,
2024-12-19,2024-12-19_10_02_56_(17984)_sardine_input.jpeg,(17984)_(2),Good,Good,
2024-12-19,2024-12-19_10_03_07_(17985)_sardine_input.jpeg,(17985)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_03_07_(17985)_sardine_input.jpeg,(17985)_(2),Good,Good,
2024-12-19,2024-12-19_10_03_16_(17986)_sardine_input.jpeg,(17986)_(1),Good,Good,
2024-12-19,2024-12-19_10_03_16_(17986)_sardine_input.jpeg,(17986)_(2),Good,Good,
2024-12-19,2024-12-19_10_03_25_(17987)_sardine_input.jpeg,(17987)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_03_25_(17987)_sardine_input.jpeg,(17987)_(2),Good,Good,
2024-12-19,2024-12-19_10_03_33_(17988)_sardine_input.jpeg,(17988)_(1),Good,Good,
2024-12-19,2024-12-19_10_03_33_(17988)_sardine_input.jpeg,(17988)_(2),Good,Good,
2024-12-19,2024-12-19_10_03_41_(17989)_sardine_input.jpeg,(17989)_(1),Good,Good,
2024-12-19,2024-12-19_10_03_41_(17989)_sardine_input.jpeg,(17989)_(2),Good,Good,
2024-12-19,2024-12-19_10_03_49_(17990)_sardine_input.jpeg,(17990)_(1),Good,Good,
2024-12-19,2024-12-19_10_03_49_(17990)_sardine_input.jpeg,(17990)_(2),Good,Good,
2024-12-19,2024-12-19_10_03_58_(17991)_sardine_input.jpeg,(17991)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_03_58_(17991)_sardine_input.jpeg,(17991)_(2),Good,Good,
2024-12-19,2024-12-19_10_04_06_(17992)_sardine_input.jpeg,(17992)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_04_06_(17992)_sardine_input.jpeg,(17992)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_10_04_16_(17993)_sardine_input.jpeg,(17993)_(1),Good,Good,
2024-12-19,2024-12-19_10_04_16_(17993)_sardine_input.jpeg,(17993)_(2),Good,Good,
2024-12-19,2024-12-19_10_04_29_(17994)_sardine_input.jpeg,(17994)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_04_29_(17994)_sardine_input.jpeg,(17994)_(2),Good,Good,
2024-12-19,2024-12-19_10_04_40_(17995)_sardine_input.jpeg,(17995)_(1),Good,Good,
2024-12-19,2024-12-19_10_04_40_(17995)_sardine_input.jpeg,(17995)_(2),Good,Good,
2024-12-19,2024-12-19_10_04_49_(17996)_sardine_input.jpeg,(17996)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_04_49_(17996)_sardine_input.jpeg,(17996)_(2),Good,Good,
2024-12-19,2024-12-19_10_05_10_(17998)_sardine_input.jpeg,(17998)_(1),Good,Good,
2024-12-19,2024-12-19_10_05_10_(17998)_sardine_input.jpeg,(17998)_(2),Good,Good,
2024-12-19,2024-12-19_10_05_32_(17999)_sardine_input.jpeg,(17999)_(1),Good,Good,
2024-12-19,2024-12-19_10_05_32_(17999)_sardine_input.jpeg,(17999)_(2),Good,Good,
2024-12-19,2024-12-19_10_05_32_(17999)_sardine_input.jpeg,(17999)_(3),Good,Good,
2024-12-19,2024-12-19_10_05_40_(18000)_sardine_input.jpeg,(18000)_(1),Good,Good,
2024-12-19,2024-12-19_10_05_40_(18000)_sardine_input.jpeg,(18000)_(2),Good,Good,
2024-12-19,2024-12-19_10_05_49_(18001)_sardine_input.jpeg,(18001)_(1),Good,Good,
2024-12-19,2024-12-19_10_05_49_(18001)_sardine_input.jpeg,(18001)_(2),Good,Good,
2024-12-19,2024-12-19_10_05_57_(18002)_sardine_input.jpeg,(18002)_(1),Good,Good,
2024-12-19,2024-12-19_10_05_57_(18002)_sardine_input.jpeg,(18002)_(2),Good,Good,
2024-12-19,2024-12-19_10_06_08_(18003)_sardine_input.jpeg,(18003)_(1),Good,Good,
2024-12-19,2024-12-19_10_06_08_(18003)_sardine_input.jpeg,(18003)_(2),Good,Good,
2024-12-19,2024-12-19_10_06_17_(18004)_sardine_input.jpeg,(18004)_(1),Good,Good,
2024-12-19,2024-12-19_10_06_17_(18004)_sardine_input.jpeg,(18004)_(2),Good,Good,
2024-12-19,2024-12-19_10_06_26_(18005)_sardine_input.jpeg,(18005)_(1),Good,Bad,Softness
2024-12-19,2024-12-19_10_06_26_(18005)_sardine_input.jpeg,(18005)_(2),Good,Good,
2024-12-19,2024-12-19_10_06_35_(18006)_sardine_input.jpeg,(18006)_(1),Good,Good,
2024-12-19,2024-12-19_10_06_35_(18006)_sardine_input.jpeg,(18006)_(2),Good,Good,
2024-12-19,2024-12-19_10_06_43_(18007)_sardine_input.jpeg,(18007)_(1),Good,Good,
2024-12-19,2024-12-19_10_06_43_(18007)_sardine_input.jpeg,(18007)_(2),Good,Good,
2024-12-24,2024-12-24_10_08_53_(18119)_sardine_input.jpeg,(18119)_(1),Bad,Bad,Softness
2024-12-24,2024-12-24_10_08_53_(18119)_sardine_input.jpeg,(18119)_(2),Bad,Good,
2024-12-24,2024-12-24_10_09_03_(18120)_sardine_input.jpeg,(18120)_(1),Bad,Bad,Damaged
2024-12-24,2024-12-24_10_09_03_(18120)_sardine_input.jpeg,(18120)_(2),Bad,Bad,Softness
2024-12-24,2024-12-24_10_09_11_(18121)_sardine_input.jpeg,(18121)_(1),Bad,Bad,Softness
2024-12-24,2024-12-24_10_09_11_(18121)_sardine_input.jpeg,(18121)_(2),Bad,Good,
2024-12-24,2024-12-24_10_09_21_(18122)_sardine_input.jpeg,(18122)_(1),Bad,Bad,Softness
2024-12-24,2024-12-24_10_09_21_(18122)_sardine_input.jpeg,(18122)_(2),Bad,Good,
2024-12-24,2024-12-24_10_09_31_(18123)_sardine_input.jpeg,(18123)_(1),Bad,Good,
2024-12-24,2024-12-24_10_09_31_(18123)_sardine_input.jpeg,(18123)_(2),Bad,Good,
2024-12-24,2024-12-24_10_09_41_(18124)_sardine_input.jpeg,(18124)_(1),Bad,Good,
2024-12-24,2024-12-24_10_09_41_(18124)_sardine_input.jpeg,(18124)_(2),Bad,Good,
2024-12-24,2024-12-24_10_09_51_(18125)_sardine_input.jpeg,(18125)_(1),Bad,Bad,Softness
2024-12-24,2024-12-24_10_09_51_(18125)_sardine_input.jpeg,(18125)_(2),Bad,Bad,Damaged
2024-12-24,2024-12-24_10_09_59_(18126)_sardine_input.jpeg,(18126)_(1),Bad,Good,
2024-12-24,2024-12-24_10_09_59_(18126)_sardine_input.jpeg,(18126)_(2),Bad,Good,
2024-12-24,2024-12-24_10_10_08_(18127)_sardine_input.jpeg,(18127)_(1),Bad,Bad,Softness
2024-12-24,2024-12-24_10_10_08_(18127)_sardine_input.jpeg,(18127)_(2),Bad,Good,
2024-12-24,2024-12-24_10_10_16_(18128)_sardine_input.jpeg,(18128)_(1),Bad,Good,
2024-12-24,2024-12-24_10_10_16_(18128)_sardine_input.jpeg,(18128)_(2),Bad,Bad,Softness
2024-12-24,2024-12-24_10_10_27_(18129)_sardine_input.jpeg,(18129)_(1),Bad,Good,
2024-12-24,2024-12-24_10_10_27_(18129)_sardine_input.jpeg,(18129)_(2),Bad,Bad,Softness
2024-12-24,2024-12-24_10_10_40_(18130)_sardine_input.jpeg,(18130)_(1),Bad,Bad,Damaged
2024-12-24,2024-12-24_10_10_40_(18130)_sardine_input.jpeg,(18130)_(2),Bad,Good,
2024-12-24,2024-12-24_10_10_51_(18131)_sardine_input.jpeg,(18131)_(1),Bad,Bad,Softness
2024-12-24,2024-12-24_10_10_51_(18131)_sardine_input.jpeg,(18131)_(2),Bad,Bad,Softness
2024-12-24,2024-12-24_10_03_38_(18087)_sardine_input.jpeg,(18087)_(1),Good,Good,
2024-12-24,2024-12-24_10_03_38_(18087)_sardine_input.jpeg,(18087)_(2),Good,Good,
2024-12-24,2024-12-24_10_03_47_(18088)_sardine_input.jpeg,(18088)_(1),Good,Good,
2024-12-24,2024-12-24_10_03_47_(18088)_sardine_input.jpeg,(18088)_(2),Good,Good,
2024-12-24,2024-12-24_10_03_55_(18089)_sardine_input.jpeg,(18089)_(1),Good,Good,
2024-12-24,2024-12-24_10_03_55_(18089)_sardine_input.jpeg,(18089)_(2),Good,Good,
2024-12-24,2024-12-24_10_04_04_(18090)_sardine_input.jpeg,(18090)_(1),Good,Good,
2024-12-24,2024-12-24_10_04_04_(18090)_sardine_input.jpeg,(18090)_(2),Good,Good,
2024-12-24,2024-12-24_10_04_11_(18091)_sardine_input.jpeg,(18091)_(1),Good,Good,
2024-12-24,2024-12-24_10_04_11_(18091)_sardine_input.jpeg,(18091)_(2),Good,Good,
2024-12-24,2024-12-24_10_04_19_(18092)_sardine_input.jpeg,(18092)_(1),Good,Good,
2024-12-24,2024-12-24_10_04_19_(18092)_sardine_input.jpeg,(18092)_(2),Good,Good,
2024-12-24,2024-12-24_10_04_27_(18093)_sardine_input.jpeg,(18093)_(1),Good,Good,
2024-12-24,2024-12-24_10_04_27_(18093)_sardine_input.jpeg,(18093)_(2),Good,Good,
2024-12-24,2024-12-24_10_04_34_(18094)_sardine_input.jpeg,(18094)_(1),Good,Bad,Softness
2024-12-24,2024-12-24_10_04_34_(18094)_sardine_input.jpeg,(18094)_(2),Good,Good,
2024-12-24,2024-12-24_10_04_47_(18095)_sardine_input.jpeg,(18095)_(1),Good,Good,
2024-12-24,2024-12-24_10_04_47_(18095)_sardine_input.jpeg,(18095)_(2),Good,Good,
2024-12-24,2024-12-24_10_05_05_(18096)_sardine_input.jpeg,(18096)_(1),Good,Bad,Softness
2024-12-24,2024-12-24_10_05_05_(18096)_sardine_input.jpeg,(18096)_(2),Good,Good,
2024-12-24,2024-12-24_10_05_14_(18097)_sardine_input.jpeg,(18097)_(1),Good,Bad,Softness
2024-12-24,2024-12-24_10_05_14_(18097)_sardine_input.jpeg,(18097)_(2),Good,Bad,Softness
2024-12-24,2024-12-24_10_05_29_(18098)_sardine_input.jpeg,(18098)_(1),Good,Good,
2024-12-24,2024-12-24_10_05_29_(18098)_sardine_input.jpeg,(18098)_(2),Good,Good,
2024-12-24,2024-12-24_10_05_41_(18099)_sardine_input.jpeg,(18099)_(1),Good,Good,
2024-12-24,2024-12-24_10_05_41_(18099)_sardine_input.jpeg,(18099)_(2),Good,Good,
2024-12-24,2024-12-24_10_05_56_(18100)_sardine_input.jpeg,(18100)_(1),Good,Bad,Softness
2024-12-24,2024-12-24_10_05_56_(18100)_sardine_input.jpeg,(18100)_(2),Good,Bad,Softness
2024-12-24,2024-12-24_10_06_07_(18101)_sardine_input.jpeg,(18101)_(1),Good,Good,
2024-12-24,2024-12-24_10_06_07_(18101)_sardine_input.jpeg,(18101)_(2),Good,Bad,Softness
2024-12-24,2024-12-24_10_06_18_(18102)_sardine_input.jpeg,(18102)_(1),Good,Good,
2024-12-24,2024-12-24_10_06_18_(18102)_sardine_input.jpeg,(18102)_(2),Good,Good,
2024-12-24,2024-12-24_10_06_27_(18103)_sardine_input.jpeg,(18103)_(1),Good,Good,
2024-12-24,2024-12-24_10_06_27_(18103)_sardine_input.jpeg,(18103)_(2),Good,Good,
2024-12-24,2024-12-24_10_06_35_(18104)_sardine_input.jpeg,(18104)_(1),Good,Good,
2024-12-24,2024-12-24_10_06_35_(18104)_sardine_input.jpeg,(18104)_(2),Good,Good,
2024-12-24,2024-12-24_10_06_43_(18105)_sardine_input.jpeg,(18105)_(1),Good,Good,
2024-12-24,2024-12-24_10_06_43_(18105)_sardine_input.jpeg,(18105)_(2),Good,Good,
2024-12-24,2024-12-24_10_06_51_(18106)_sardine_input.jpeg,(18106)_(1),Good,Bad,Softness
2024-12-24,2024-12-24_10_06_51_(18106)_sardine_input.jpeg,(18106)_(2),Good,Good,
2024-12-24,2024-12-24_10_07_01_(18107)_sardine_input.jpeg,(18107)_(1),Good,Good,
2024-12-24,2024-12-24_10_07_01_(18107)_sardine_input.jpeg,(18107)_(2),Good,Good,
2024-12-24,2024-12-24_10_07_07_(18108)_sardine_input.jpeg,(18108)_(1),Good,Good,
2024-12-24,2024-12-24_10_07_07_(18108)_sardine_input.jpeg,(18108)_(2),Good,Bad,Softness
2024-12-24,2024-12-24_10_07_17_(18109)_sardine_input.jpeg,(18109)_(1),Good,Bad,Softness
2024-12-24,2024-12-24_10_07_17_(18109)_sardine_input.jpeg,(18109)_(2),Good,Good,
2024-12-24,2024-12-24_10_07_26_(18110)_sardine_input.jpeg,(18110)_(1),Good,Bad,Softness
2024-12-24,2024-12-24_10_07_26_(18110)_sardine_input.jpeg,(18110)_(2),Good,Good,
2024-12-24,2024-12-24_10_07_33_(18111)_sardine_input.jpeg,(18111)_(1),Good,Good,
2024-12-24,2024-12-24_10_07_33_(18111)_sardine_input.jpeg,(18111)_(2),Good,Good,
2024-12-24,2024-12-24_10_07_41_(18112)_sardine_input.jpeg,(18112)_(1),Good,Good,
2024-12-24,2024-12-24_10_07_41_(18112)_sardine_input.jpeg,(18112)_(2),Good,Good,
2024-12-24,2024-12-24_10_07_49_(18113)_sardine_input.jpeg,(18113)_(1),Good,Good,
2024-12-24,2024-12-24_10_07_49_(18113)_sardine_input.jpeg,(18113)_(2),Good,Good,
2024-12-24,2024-12-24_10_07_57_(18114)_sardine_input.jpeg,(18114)_(1),Good,Good,
2024-12-24,2024-12-24_10_07_57_(18114)_sardine_input.jpeg,(18114)_(2),Good,Bad,Softness
2024-12-24,2024-12-24_10_08_06_(18115)_sardine_input.jpeg,(18115)_(1),Good,Good,
2024-12-24,2024-12-24_10_08_06_(18115)_sardine_input.jpeg,(18115)_(2),Good,Good,
2024-12-24,2024-12-24_10_08_16_(18116)_sardine_input.jpeg,(18116)_(1),Good,Good,
2024-12-24,2024-12-24_10_08_16_(18116)_sardine_input.jpeg,(18116)_(2),Good,Good,
2024-12-24,2024-12-24_10_08_24_(18117)_sardine_input.jpeg,(18117)_(1),Good,Good,
2024-12-24,2024-12-24_10_08_24_(18117)_sardine_input.jpeg,(18117)_(2),Good,Good,
2024-12-24,2024-12-24_10_08_41_(18118)_sardine_input.jpeg,(18118)_(1),Good,Good,
2024-12-24,2024-12-24_10_08_41_(18118)_sardine_input.jpeg,(18118)_(2),Good,Good,
2024-12-26,2024-12-26_09_36_33_(18212)_sardine_input.jpeg,(18212)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_36_33_(18212)_sardine_input.jpeg,(18212)_(2),Bad,Good,
2024-12-26,2024-12-26_09_36_45_(18213)_sardine_input.jpeg,(18213)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_36_45_(18213)_sardine_input.jpeg,(18213)_(2),Bad,Good,
2024-12-26,2024-12-26_09_36_55_(18214)_sardine_input.jpeg,(18214)_(1),Bad,Bad,Damaged
2024-12-26,2024-12-26_09_36_55_(18214)_sardine_input.jpeg,(18214)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_05_(18215)_sardine_input.jpeg,(18215)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_05_(18215)_sardine_input.jpeg,(18215)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_16_(18216)_sardine_input.jpeg,(18216)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_16_(18216)_sardine_input.jpeg,(18216)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_36_(18217)_sardine_input.jpeg,(18217)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_36_(18217)_sardine_input.jpeg,(18217)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_47_(18218)_sardine_input.jpeg,(18218)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_47_(18218)_sardine_input.jpeg,(18218)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_57_(18219)_sardine_input.jpeg,(18219)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_37_57_(18219)_sardine_input.jpeg,(18219)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_38_08_(18220)_sardine_input.jpeg,(18220)_(1),Bad,Good,
2024-12-26,2024-12-26_09_38_08_(18220)_sardine_input.jpeg,(18220)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_38_16_(18221)_sardine_input.jpeg,(18221)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_38_16_(18221)_sardine_input.jpeg,(18221)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_38_29_(18222)_sardine_input.jpeg,(18222)_(1),Bad,Good,
2024-12-26,2024-12-26_09_38_29_(18222)_sardine_input.jpeg,(18222)_(2),Bad,Good,
2024-12-26,2024-12-26_09_38_42_(18223)_sardine_input.jpeg,(18223)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_38_42_(18223)_sardine_input.jpeg,(18223)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_38_53_(18224)_sardine_input.jpeg,(18224)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_38_53_(18224)_sardine_input.jpeg,(18224)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_39_03_(18225)_sardine_input.jpeg,(18225)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_39_03_(18225)_sardine_input.jpeg,(18225)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_39_14_(18226)_sardine_input.jpeg,(18226)_(1),Bad,Bad,Damaged
2024-12-26,2024-12-26_09_39_14_(18226)_sardine_input.jpeg,(18226)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_39_23_(18227)_sardine_input.jpeg,(18227)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_39_23_(18227)_sardine_input.jpeg,(18227)_(2),Bad,Good,
2024-12-26,2024-12-26_09_39_35_(18228)_sardine_input.jpeg,(18228)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_39_35_(18228)_sardine_input.jpeg,(18228)_(2),Bad,Good,
2024-12-26,2024-12-26_09_39_47_(18229)_sardine_input.jpeg,(18229)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_39_47_(18229)_sardine_input.jpeg,(18229)_(2),Bad,Good,
2024-12-26,2024-12-26_09_39_58_(18230)_sardine_input.jpeg,(18230)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_39_58_(18230)_sardine_input.jpeg,(18230)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_40_09_(18231)_sardine_input.jpeg,(18231)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_40_09_(18231)_sardine_input.jpeg,(18231)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_40_24_(18232)_sardine_input.jpeg,(18232)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_40_24_(18232)_sardine_input.jpeg,(18232)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_43_57_(18233)_sardine_input.jpeg,(18233)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_43_57_(18233)_sardine_input.jpeg,(18233)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_44_07_(18234)_sardine_input.jpeg,(18234)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_44_07_(18234)_sardine_input.jpeg,(18234)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_44_17_(18235)_sardine_input.jpeg,(18235)_(1),Bad,Good,
2024-12-26,2024-12-26_09_44_17_(18235)_sardine_input.jpeg,(18235)_(2),Bad,Good,
2024-12-26,2024-12-26_09_44_29_(18236)_sardine_input.jpeg,(18236)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_44_29_(18236)_sardine_input.jpeg,(18236)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_44_40_(18237)_sardine_input.jpeg,(18237)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_44_40_(18237)_sardine_input.jpeg,(18237)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_44_50_(18238)_sardine_input.jpeg,(18238)_(1),Bad,Good,
2024-12-26,2024-12-26_09_44_50_(18238)_sardine_input.jpeg,(18238)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_45_03_(18239)_sardine_input.jpeg,(18239)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_45_03_(18239)_sardine_input.jpeg,(18239)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_45_13_(18240)_sardine_input.jpeg,(18240)_(1),Bad,Bad,Softness
2024-12-26,2024-12-26_09_45_13_(18240)_sardine_input.jpeg,(18240)_(2),Bad,Bad,Softness
2024-12-26,2024-12-26_09_27_05_(18158)_sardine_input.jpeg,(18158)_(1),Good,Bad,Softness
2024-12-26,2024-12-26_09_27_05_(18158)_sardine_input.jpeg,(18158)_(2),Good,Good,
2024-12-26,2024-12-26_09_27_12_(18159)_sardine_input.jpeg,(18159)_(1),Good,Good,
2024-12-26,2024-12-26_09_27_12_(18159)_sardine_input.jpeg,(18159)_(2),Good,Good,
2024-12-26,2024-12-26_09_27_20_(18160)_sardine_input.jpeg,(18160)_(1),Good,Good,
