,filename,filename_id,actual_class,predicted_class,reason
197,2025-01-21_10_34_52_(18847)_sardine_input.jpeg,2025-01-21_10_34_52_(18847)_sardine_input_(2).jpeg,Good,Good,
198,2025-01-21_10_51_08_(18870)_sardine_input.jpeg,2025-01-21_10_51_08_(18870)_sardine_input_(1).jpeg,Good,Bad,Softness
199,2025-01-21_10_51_08_(18870)_sardine_input.jpeg,2025-01-21_10_51_08_(18870)_sardine_input_(2).jpeg,Good,Good,
200,2025-01-21_10_30_41_(18834)_sardine_input.jpeg,2025-01-21_10_30_41_(18834)_sardine_input_(1).jpeg,Good,Good,
201,2025-01-21_10_30_41_(18834)_sardine_input.jpeg,2025-01-21_10_30_41_(18834)_sardine_input_(2).jpeg,Good,Good,
202,2025-01-21_10_27_13_(18814)_sardine_input.jpeg,2025-01-21_10_27_13_(18814)_sardine_input_(1).jpeg,Good,Good,
203,2025-01-21_10_27_13_(18814)_sardine_input.jpeg,2025-01-21_10_27_13_(18814)_sardine_input_(2).jpeg,Good,Good,
204,2025-01-21_10_27_54_(18818)_sardine_input.jpeg,2025-01-21_10_27_54_(18818)_sardine_input_(1).jpeg,Good,Good,
205,2025-01-21_10_27_54_(18818)_sardine_input.jpeg,2025-01-21_10_27_54_(18818)_sardine_input_(2).jpeg,Good,Good,
206,2025-01-21_10_51_27_(18872)_sardine_input.jpeg,2025-01-21_10_51_27_(18872)_sardine_input_(1).jpeg,Good,Good,
207,2025-01-21_10_51_27_(18872)_sardine_input.jpeg,2025-01-21_10_51_27_(18872)_sardine_input_(2).jpeg,Good,Good,
208,2025-01-21_10_34_14_(18843)_sardine_input.jpeg,2025-01-21_10_34_14_(18843)_sardine_input_(1).jpeg,Good,Good,
209,2025-01-21_10_34_14_(18843)_sardine_input.jpeg,2025-01-21_10_34_14_(18843)_sardine_input_(2).jpeg,Good,Good,
210,2025-01-21_10_56_25_(18896)_sardine_input.jpeg,2025-01-21_10_56_25_(18896)_sardine_input_(1).jpeg,Good,Bad,Softness
211,2025-01-21_10_56_25_(18896)_sardine_input.jpeg,2025-01-21_10_56_25_(18896)_sardine_input_(2).jpeg,Good,Good,
212,2025-01-21_10_35_11_(18849)_sardine_input.jpeg,2025-01-21_10_35_11_(18849)_sardine_input_(1).jpeg,Good,Good,
213,2025-01-21_10_35_11_(18849)_sardine_input.jpeg,2025-01-21_10_35_11_(18849)_sardine_input_(2).jpeg,Good,Good,
214,2025-01-21_10_57_10_(18901)_sardine_input.jpeg,2025-01-21_10_57_10_(18901)_sardine_input_(1).jpeg,Good,Good,
215,2025-01-21_10_57_10_(18901)_sardine_input.jpeg,2025-01-21_10_57_10_(18901)_sardine_input_(2).jpeg,Good,Good,
216,2025-01-21_10_55_29_(18890)_sardine_input.jpeg,2025-01-21_10_55_29_(18890)_sardine_input_(1).jpeg,Good,Good,
217,2025-01-21_10_55_29_(18890)_sardine_input.jpeg,2025-01-21_10_55_29_(18890)_sardine_input_(2).jpeg,Good,Bad,Softness
218,2025-01-21_10_53_00_(18875)_sardine_input.jpeg,2025-01-21_10_53_00_(18875)_sardine_input_(1).jpeg,Good,Good,
219,2025-01-21_10_53_00_(18875)_sardine_input.jpeg,2025-01-21_10_53_00_(18875)_sardine_input_(2).jpeg,Good,Good,
220,2025-01-21_10_59_34_(18918)_sardine_input.jpeg,2025-01-21_10_59_34_(18918)_sardine_input_(1).jpeg,Good,Good,
221,2025-01-21_10_59_34_(18918)_sardine_input.jpeg,2025-01-21_10_59_34_(18918)_sardine_input_(2).jpeg,Good,Good,
222,2025-01-21_10_34_04_(18842)_sardine_input.jpeg,2025-01-21_10_34_04_(18842)_sardine_input_(1).jpeg,Good,Bad,Softness
223,2025-01-21_10_34_04_(18842)_sardine_input.jpeg,2025-01-21_10_34_04_(18842)_sardine_input_(2).jpeg,Good,Good,
224,2025-01-21_10_55_12_(18888)_sardine_input.jpeg,2025-01-21_10_55_12_(18888)_sardine_input_(1).jpeg,Good,Good,
225,2025-01-21_10_55_12_(18888)_sardine_input.jpeg,2025-01-21_10_55_12_(18888)_sardine_input_(2).jpeg,Good,Good,
226,2025-01-21_10_35_40_(18852)_sardine_input.jpeg,2025-01-21_10_35_40_(18852)_sardine_input_(1).jpeg,Good,Good,
227,2025-01-21_10_35_40_(18852)_sardine_input.jpeg,2025-01-21_10_35_40_(18852)_sardine_input_(2).jpeg,Good,Good,
228,2025-01-21_10_58_16_(18909)_sardine_input.jpeg,2025-01-21_10_58_16_(18909)_sardine_input_(1).jpeg,Good,Good,
229,2025-01-21_10_58_16_(18909)_sardine_input.jpeg,2025-01-21_10_58_16_(18909)_sardine_input_(2).jpeg,Good,Bad,Softness
230,2025-01-21_10_56_36_(18897)_sardine_input.jpeg,2025-01-21_10_56_36_(18897)_sardine_input_(1).jpeg,Good,Good,
231,2025-01-21_10_56_36_(18897)_sardine_input.jpeg,2025-01-21_10_56_36_(18897)_sardine_input_(2).jpeg,Good,Good,
232,2025-01-21_10_57_03_(18900)_sardine_input.jpeg,2025-01-21_10_57_03_(18900)_sardine_input_(1).jpeg,Good,Good,
233,2025-01-21_10_57_03_(18900)_sardine_input.jpeg,2025-01-21_10_57_03_(18900)_sardine_input_(2).jpeg,Good,Good,
234,2025-01-21_10_28_47_(18824)_sardine_input.jpeg,2025-01-21_10_28_47_(18824)_sardine_input_(1).jpeg,Good,Bad,Softness
235,2025-01-21_10_28_47_(18824)_sardine_input.jpeg,2025-01-21_10_28_47_(18824)_sardine_input_(2).jpeg,Good,Good,
236,2025-01-21_10_57_18_(18902)_sardine_input.jpeg,2025-01-21_10_57_18_(18902)_sardine_input_(1).jpeg,Good,Good,
237,2025-01-21_10_57_18_(18902)_sardine_input.jpeg,2025-01-21_10_57_18_(18902)_sardine_input_(2).jpeg,Good,Good,
238,2025-01-21_10_56_55_(18899)_sardine_input.jpeg,2025-01-21_10_56_55_(18899)_sardine_input_(1).jpeg,Good,Good,
239,2025-01-21_10_56_55_(18899)_sardine_input.jpeg,2025-01-21_10_56_55_(18899)_sardine_input_(2).jpeg,Good,Good,
240,2025-01-21_10_53_46_(18880)_sardine_input.jpeg,2025-01-21_10_53_46_(18880)_sardine_input_(1).jpeg,Good,Good,
241,2025-01-21_10_53_46_(18880)_sardine_input.jpeg,2025-01-21_10_53_46_(18880)_sardine_input_(2).jpeg,Good,Good,
242,2025-01-21_10_53_18_(18877)_sardine_input.jpeg,2025-01-21_10_53_18_(18877)_sardine_input_(1).jpeg,Good,Good,
243,2025-01-21_10_53_18_(18877)_sardine_input.jpeg,2025-01-21_10_53_18_(18877)_sardine_input_(2).jpeg,Good,Bad,Softness
244,2025-01-21_10_35_00_(18848)_sardine_input.jpeg,2025-01-21_10_35_00_(18848)_sardine_input_(1).jpeg,Good,Bad,Softness
245,2025-01-21_10_35_00_(18848)_sardine_input.jpeg,2025-01-21_10_35_00_(18848)_sardine_input_(2).jpeg,Good,Good,
246,2025-01-21_10_28_03_(18819)_sardine_input.jpeg,2025-01-21_10_28_03_(18819)_sardine_input_(1).jpeg,Good,Good,
247,2025-01-21_10_28_03_(18819)_sardine_input.jpeg,2025-01-21_10_28_03_(18819)_sardine_input_(2).jpeg,Good,Good,
248,2025-01-21_10_31_23_(18839)_sardine_input.jpeg,2025-01-21_10_31_23_(18839)_sardine_input_(1).jpeg,Good,Good,
249,2025-01-21_10_31_23_(18839)_sardine_input.jpeg,2025-01-21_10_31_23_(18839)_sardine_input_(2).jpeg,Good,Good,
250,2025-01-21_10_58_49_(18913)_sardine_input.jpeg,2025-01-21_10_58_49_(18913)_sardine_input_(1).jpeg,Good,Good,
251,2025-01-21_10_58_49_(18913)_sardine_input.jpeg,2025-01-21_10_58_49_(18913)_sardine_input_(2).jpeg,Good,Bad,Softness
252,2025-01-21_10_24_33_(18808)_sardine_input.jpeg,2025-01-21_10_24_33_(18808)_sardine_input_(1).jpeg,Good,Good,
253,2025-01-21_10_24_33_(18808)_sardine_input.jpeg,2025-01-21_10_24_33_(18808)_sardine_input_(2).jpeg,Good,Good,
254,2025-01-21_10_34_24_(18844)_sardine_input.jpeg,2025-01-21_10_34_24_(18844)_sardine_input_(1).jpeg,Good,Good,
255,2025-01-21_10_34_24_(18844)_sardine_input.jpeg,2025-01-21_10_34_24_(18844)_sardine_input_(2).jpeg,Good,Good,
256,2025-01-21_11_01_38_(18930)_sardine_input.jpeg,2025-01-21_11_01_38_(18930)_sardine_input_(1).jpeg,Bad,Bad,Softness
257,2025-01-21_11_01_38_(18930)_sardine_input.jpeg,2025-01-21_11_01_38_(18930)_sardine_input_(2).jpeg,Bad,Bad,Softness
258,2025-01-21_10_41_20_(18862)_sardine_input.jpeg,2025-01-21_10_41_20_(18862)_sardine_input_(1).jpeg,Bad,Good,
259,2025-01-21_10_41_20_(18862)_sardine_input.jpeg,2025-01-21_10_41_20_(18862)_sardine_input_(2).jpeg,Bad,Good,
260,2025-01-21_10_21_25_(18789)_sardine_input.jpeg,2025-01-21_10_21_25_(18789)_sardine_input_(1).jpeg,Bad,Good,
261,2025-01-21_10_21_25_(18789)_sardine_input.jpeg,2025-01-21_10_21_25_(18789)_sardine_input_(2).jpeg,Bad,Good,
262,2025-01-21_10_20_44_(18786)_sardine_input.jpeg,2025-01-21_10_20_44_(18786)_sardine_input_(1).jpeg,Bad,Good,
263,2025-01-21_10_20_44_(18786)_sardine_input.jpeg,2025-01-21_10_20_44_(18786)_sardine_input_(2).jpeg,Bad,Good,
264,2025-01-21_10_42_14_(18867)_sardine_input.jpeg,2025-01-21_10_42_14_(18867)_sardine_input_(1).jpeg,Bad,Bad,Softness
265,2025-01-21_10_42_14_(18867)_sardine_input.jpeg,2025-01-21_10_42_14_(18867)_sardine_input_(2).jpeg,Bad,Good,
266,2025-01-21_10_42_26_(18868)_sardine_input.jpeg,2025-01-21_10_42_26_(18868)_sardine_input_(1).jpeg,Bad,Bad,Softness
267,2025-01-21_10_42_26_(18868)_sardine_input.jpeg,2025-01-21_10_42_26_(18868)_sardine_input_(2).jpeg,Bad,Good,
268,2025-01-21_11_00_57_(18926)_sardine_input.jpeg,2025-01-21_11_00_57_(18926)_sardine_input_(1).jpeg,Bad,Good,
269,2025-01-21_11_00_57_(18926)_sardine_input.jpeg,2025-01-21_11_00_57_(18926)_sardine_input_(2).jpeg,Bad,Bad,Softness
270,2025-01-21_11_00_05_(18921)_sardine_input.jpeg,2025-01-21_11_00_05_(18921)_sardine_input_(1).jpeg,Bad,Good,
271,2025-01-21_11_00_05_(18921)_sardine_input.jpeg,2025-01-21_11_00_05_(18921)_sardine_input_(2).jpeg,Bad,Good,
272,2025-01-21_10_39_47_(18854)_sardine_input.jpeg,2025-01-21_10_39_47_(18854)_sardine_input_(1).jpeg,Bad,Good,
273,2025-01-21_10_39_47_(18854)_sardine_input.jpeg,2025-01-21_10_39_47_(18854)_sardine_input_(2).jpeg,Bad,Good,
274,2025-01-21_10_30_13_(18832)_sardine_input.jpeg,2025-01-21_10_30_13_(18832)_sardine_input_(1).jpeg,Bad,Bad,Softness
275,2025-01-21_10_30_13_(18832)_sardine_input.jpeg,2025-01-21_10_30_13_(18832)_sardine_input_(2).jpeg,Bad,Bad,Softness
276,2025-01-21_10_19_45_(18782)_sardine_input.jpeg,2025-01-21_10_19_45_(18782)_sardine_input_(1).jpeg,Bad,Bad,Softness
277,2025-01-21_10_19_45_(18782)_sardine_input.jpeg,2025-01-21_10_19_45_(18782)_sardine_input_(2).jpeg,Bad,Bad,Softness
278,2025-01-21_10_40_47_(18859)_sardine_input.jpeg,2025-01-21_10_40_47_(18859)_sardine_input_(1).jpeg,Bad,Good,
279,2025-01-21_10_40_47_(18859)_sardine_input.jpeg,2025-01-21_10_40_47_(18859)_sardine_input_(2).jpeg,Bad,Good,
280,2025-01-21_11_00_24_(18923)_sardine_input.jpeg,2025-01-21_11_00_24_(18923)_sardine_input_(1).jpeg,Bad,Bad,Softness
281,2025-01-21_11_00_24_(18923)_sardine_input.jpeg,2025-01-21_11_00_24_(18923)_sardine_input_(2).jpeg,Bad,Bad,Softness
282,2025-01-21_10_40_58_(18860)_sardine_input.jpeg,2025-01-21_10_40_58_(18860)_sardine_input_(1).jpeg,Bad,Bad,Softness
283,2025-01-21_10_40_58_(18860)_sardine_input.jpeg,2025-01-21_10_40_58_(18860)_sardine_input_(2).jpeg,Bad,Good,
284,2025-01-21_10_59_55_(18920)_sardine_input.jpeg,2025-01-21_10_59_55_(18920)_sardine_input_(1).jpeg,Bad,Bad,Softness
285,2025-01-21_10_59_55_(18920)_sardine_input.jpeg,2025-01-21_10_59_55_(18920)_sardine_input_(2).jpeg,Bad,Bad,Softness
286,2025-01-21_10_41_50_(18865)_sardine_input.jpeg,2025-01-21_10_41_50_(18865)_sardine_input_(1).jpeg,Bad,Good,
287,2025-01-21_10_41_50_(18865)_sardine_input.jpeg,2025-01-21_10_41_50_(18865)_sardine_input_(2).jpeg,Bad,Good,
288,2025-01-21_10_41_40_(18864)_sardine_input.jpeg,2025-01-21_10_41_40_(18864)_sardine_input_(1).jpeg,Bad,Good,
289,2025-01-21_10_41_40_(18864)_sardine_input.jpeg,2025-01-21_10_41_40_(18864)_sardine_input_(2).jpeg,Bad,Good,
290,2025-01-21_10_20_28_(18785)_sardine_input.jpeg,2025-01-21_10_20_28_(18785)_sardine_input_(1).jpeg,Bad,Bad,Softness
291,2025-01-21_10_20_28_(18785)_sardine_input.jpeg,2025-01-21_10_20_28_(18785)_sardine_input_(2).jpeg,Bad,Bad,Softness
292,2025-01-21_10_59_43_(18919)_sardine_input.jpeg,2025-01-21_10_59_43_(18919)_sardine_input_(1).jpeg,Bad,Good,
293,2025-01-21_10_59_43_(18919)_sardine_input.jpeg,2025-01-21_10_59_43_(18919)_sardine_input_(2).jpeg,Bad,Bad,Softness
294,2025-01-21_10_20_13_(18784)_sardine_input.jpeg,2025-01-21_10_20_13_(18784)_sardine_input_(1).jpeg,Bad,Good,
295,2025-01-21_10_20_13_(18784)_sardine_input.jpeg,2025-01-21_10_20_13_(18784)_sardine_input_(2).jpeg,Bad,Good,
296,2025-01-21_10_40_11_(18856)_sardine_input.jpeg,2025-01-21_10_40_11_(18856)_sardine_input_(1).jpeg,Bad,Good,
297,2025-01-21_10_40_11_(18856)_sardine_input.jpeg,2025-01-21_10_40_11_(18856)_sardine_input_(2).jpeg,Bad,Good,
298,2025-01-21_10_42_02_(18866)_sardine_input.jpeg,2025-01-21_10_42_02_(18866)_sardine_input_(1).jpeg,Bad,Good,
299,2025-01-21_10_42_02_(18866)_sardine_input.jpeg,2025-01-21_10_42_02_(18866)_sardine_input_(2).jpeg,Bad,Good,
300,2025-01-21_10_39_58_(18855)_sardine_input.jpeg,2025-01-21_10_39_58_(18855)_sardine_input_(1).jpeg,Bad,Good,
301,2025-01-21_10_39_58_(18855)_sardine_input.jpeg,2025-01-21_10_39_58_(18855)_sardine_input_(2).jpeg,Bad,Bad,Softness
302,2025-01-21_10_21_44_(18790)_sardine_input.jpeg,2025-01-21_10_21_44_(18790)_sardine_input_(1).jpeg,Bad,Bad,Softness
303,2025-01-21_10_21_44_(18790)_sardine_input.jpeg,2025-01-21_10_21_44_(18790)_sardine_input_(2).jpeg,Bad,Good,
304,2025-01-21_10_21_13_(18788)_sardine_input.jpeg,2025-01-21_10_21_13_(18788)_sardine_input_(1).jpeg,Bad,Bad,Damaged
305,2025-01-21_10_21_13_(18788)_sardine_input.jpeg,2025-01-21_10_21_13_(18788)_sardine_input_(2).jpeg,Bad,Bad,Softness
306,2025-01-21_11_01_29_(18929)_sardine_input.jpeg,2025-01-21_11_01_29_(18929)_sardine_input_(1).jpeg,Bad,Bad,Softness
307,2025-01-21_11_01_29_(18929)_sardine_input.jpeg,2025-01-21_11_01_29_(18929)_sardine_input_(2).jpeg,Bad,Bad,Softness
308,2025-01-21_11_00_48_(18925)_sardine_input.jpeg,2025-01-21_11_00_48_(18925)_sardine_input_(1).jpeg,Bad,Good,
309,2025-01-21_11_00_48_(18925)_sardine_input.jpeg,2025-01-21_11_00_48_(18925)_sardine_input_(2).jpeg,Bad,Good,
310,2025-01-21_11_01_06_(18927)_sardine_input.jpeg,2025-01-21_11_01_06_(18927)_sardine_input_(1).jpeg,Bad,Bad,Softness
311,2025-01-21_11_01_06_(18927)_sardine_input.jpeg,2025-01-21_11_01_06_(18927)_sardine_input_(2).jpeg,Bad,Good,
312,2025-01-21_10_19_56_(18783)_sardine_input.jpeg,2025-01-21_10_19_56_(18783)_sardine_input_(1).jpeg,Bad,Bad,Softness
313,2025-01-21_10_19_56_(18783)_sardine_input.jpeg,2025-01-21_10_19_56_(18783)_sardine_input_(2).jpeg,Bad,Good,
314,2025-01-21_10_41_29_(18863)_sardine_input.jpeg,2025-01-21_10_41_29_(18863)_sardine_input_(1).jpeg,Bad,Good,
315,2025-01-21_10_41_29_(18863)_sardine_input.jpeg,2025-01-21_10_41_29_(18863)_sardine_input_(2).jpeg,Bad,Good,
316,2025-01-21_11_00_14_(18922)_sardine_input.jpeg,2025-01-21_11_00_14_(18922)_sardine_input_(1).jpeg,Bad,Bad,Softness
317,2025-01-21_11_00_14_(18922)_sardine_input.jpeg,2025-01-21_11_00_14_(18922)_sardine_input_(2).jpeg,Bad,Good,
318,2025-01-21_10_51_19_(18871)_sardine_input.jpeg,2025-01-21_10_51_19_(18871)_sardine_input_(1).jpeg,Bad,Bad,Softness
319,2025-01-21_10_51_19_(18871)_sardine_input.jpeg,2025-01-21_10_51_19_(18871)_sardine_input_(2).jpeg,Bad,Good,
320,2025-01-21_10_21_03_(18787)_sardine_input.jpeg,2025-01-21_10_21_03_(18787)_sardine_input_(1).jpeg,Bad,Bad,Softness
321,2025-01-21_10_21_03_(18787)_sardine_input.jpeg,2025-01-21_10_21_03_(18787)_sardine_input_(2).jpeg,Bad,Bad,Softness
322,2025-01-21_11_00_35_(18924)_sardine_input.jpeg,2025-01-21_11_00_35_(18924)_sardine_input_(1).jpeg,Bad,Bad,Softness
323,2025-01-21_11_00_35_(18924)_sardine_input.jpeg,2025-01-21_11_00_35_(18924)_sardine_input_(2).jpeg,Bad,Good,
324,2025-01-21_10_41_08_(18861)_sardine_input.jpeg,2025-01-21_10_41_08_(18861)_sardine_input_(1).jpeg,Bad,Good,
325,2025-01-21_10_41_08_(18861)_sardine_input.jpeg,2025-01-21_10_41_08_(18861)_sardine_input_(2).jpeg,Bad,Good,
326,2025-01-21_10_30_00_(18831)_sardine_input.jpeg,2025-01-21_10_30_00_(18831)_sardine_input_(1).jpeg,Bad,Bad,Softness
327,2025-01-21_10_30_00_(18831)_sardine_input.jpeg,2025-01-21_10_30_00_(18831)_sardine_input_(2).jpeg,Bad,Good,
328,2025-01-21_10_30_24_(18833)_sardine_input.jpeg,2025-01-21_10_30_24_(18833)_sardine_input_(1).jpeg,Bad,Bad,Softness
329,2025-01-21_10_30_24_(18833)_sardine_input.jpeg,2025-01-21_10_30_24_(18833)_sardine_input_(2).jpeg,Bad,Good,
330,2025-01-21_10_40_34_(18858)_sardine_input.jpeg,2025-01-21_10_40_34_(18858)_sardine_input_(1).jpeg,Bad,Bad,Softness
331,2025-01-21_10_40_34_(18858)_sardine_input.jpeg,2025-01-21_10_40_34_(18858)_sardine_input_(2).jpeg,Bad,Good,
332,2025-01-21_10_40_22_(18857)_sardine_input.jpeg,2025-01-21_10_40_22_(18857)_sardine_input_(1).jpeg,Bad,Good,
333,2025-01-21_10_40_22_(18857)_sardine_input.jpeg,2025-01-21_10_40_22_(18857)_sardine_input_(2).jpeg,Bad,Good,
334,2025-01-21_11_01_18_(18928)_sardine_input.jpeg,2025-01-21_11_01_18_(18928)_sardine_input_(1).jpeg,Bad,Good,
335,2025-01-21_11_01_18_(18928)_sardine_input.jpeg,2025-01-21_11_01_18_(18928)_sardine_input_(2).jpeg,Bad,Bad,Softness
336,2025-01-23_10_34_55_(19010)_sardine_input.jpeg,2025-01-23_10_34_55_(19010)_sardine_input_(1).jpeg,Good,Bad,Softness
337,2025-01-23_10_34_55_(19010)_sardine_input.jpeg,2025-01-23_10_34_55_(19010)_sardine_input_(2).jpeg,Good,Good,
338,2025-01-23_10_20_39_(18934)_sardine_input.jpeg,2025-01-23_10_20_39_(18934)_sardine_input_(1).jpeg,Good,Good,
339,2025-01-23_10_20_39_(18934)_sardine_input.jpeg,2025-01-23_10_20_39_(18934)_sardine_input_(2).jpeg,Good,Good,
340,2025-01-23_10_35_42_(19015)_sardine_input.jpeg,2025-01-23_10_35_42_(19015)_sardine_input_(1).jpeg,Good,Good,
341,2025-01-23_10_35_42_(19015)_sardine_input.jpeg,2025-01-23_10_35_42_(19015)_sardine_input_(2).jpeg,Good,Good,
342,2025-01-23_10_30_07_(18980)_sardine_input.jpeg,2025-01-23_10_30_07_(18980)_sardine_input_(1).jpeg,Good,Good,
343,2025-01-23_10_30_07_(18980)_sardine_input.jpeg,2025-01-23_10_30_07_(18980)_sardine_input_(2).jpeg,Good,Good,
344,2025-01-23_10_20_23_(18933)_sardine_input.jpeg,2025-01-23_10_20_23_(18933)_sardine_input_(1).jpeg,Good,Bad,Softness
345,2025-01-23_10_20_23_(18933)_sardine_input.jpeg,2025-01-23_10_20_23_(18933)_sardine_input_(2).jpeg,Good,Good,
346,2025-01-23_10_34_28_(19007)_sardine_input.jpeg,2025-01-23_10_34_28_(19007)_sardine_input_(1).jpeg,Good,Good,
347,2025-01-23_10_34_28_(19007)_sardine_input.jpeg,2025-01-23_10_34_28_(19007)_sardine_input_(2).jpeg,Good,Good,
348,2025-01-23_10_40_06_(19031)_sardine_input.jpeg,2025-01-23_10_40_06_(19031)_sardine_input_(1).jpeg,Good,Good,
349,2025-01-23_10_40_06_(19031)_sardine_input.jpeg,2025-01-23_10_40_06_(19031)_sardine_input_(2).jpeg,Good,Bad,Softness
350,2025-01-23_10_40_47_(19033)_sardine_input.jpeg,2025-01-23_10_40_47_(19033)_sardine_input_(1).jpeg,Good,Good,
351,2025-01-23_10_40_47_(19033)_sardine_input.jpeg,2025-01-23_10_40_47_(19033)_sardine_input_(2).jpeg,Good,Good,
352,2025-01-23_10_36_54_(19022)_sardine_input.jpeg,2025-01-23_10_36_54_(19022)_sardine_input_(1).jpeg,Good,Good,
353,2025-01-23_10_36_54_(19022)_sardine_input.jpeg,2025-01-23_10_36_54_(19022)_sardine_input_(2).jpeg,Good,Good,
354,2025-01-23_10_30_24_(18982)_sardine_input.jpeg,2025-01-23_10_30_24_(18982)_sardine_input_(1).jpeg,Good,Good,
355,2025-01-23_10_30_24_(18982)_sardine_input.jpeg,2025-01-23_10_30_24_(18982)_sardine_input_(2).jpeg,Good,Good,
356,2025-01-23_10_39_48_(19029)_sardine_input.jpeg,2025-01-23_10_39_48_(19029)_sardine_input_(1).jpeg,Good,Good,
357,2025-01-23_10_39_48_(19029)_sardine_input.jpeg,2025-01-23_10_39_48_(19029)_sardine_input_(2).jpeg,Good,Good,
358,2025-01-23_10_39_20_(19025)_sardine_input.jpeg,2025-01-23_10_39_20_(19025)_sardine_input_(1).jpeg,Good,Good,
359,2025-01-23_10_39_20_(19025)_sardine_input.jpeg,2025-01-23_10_39_20_(19025)_sardine_input_(2).jpeg,Good,Good,
360,2025-01-23_10_30_31_(18983)_sardine_input.jpeg,2025-01-23_10_30_31_(18983)_sardine_input_(1).jpeg,Good,Good,
361,2025-01-23_10_30_31_(18983)_sardine_input.jpeg,2025-01-23_10_30_31_(18983)_sardine_input_(2).jpeg,Good,Good,
362,2025-01-23_10_41_01_(19035)_sardine_input.jpeg,2025-01-23_10_41_01_(19035)_sardine_input_(1).jpeg,Good,Good,
363,2025-01-23_10_41_01_(19035)_sardine_input.jpeg,2025-01-23_10_41_01_(19035)_sardine_input_(2).jpeg,Good,Good,
364,2025-01-23_10_31_18_(18989)_sardine_input.jpeg,2025-01-23_10_31_18_(18989)_sardine_input_(1).jpeg,Good,Good,
365,2025-01-23_10_31_18_(18989)_sardine_input.jpeg,2025-01-23_10_31_18_(18989)_sardine_input_(2).jpeg,Good,Good,
366,2025-01-23_10_36_48_(19021)_sardine_input.jpeg,2025-01-23_10_36_48_(19021)_sardine_input_(1).jpeg,Good,Good,
367,2025-01-23_10_36_48_(19021)_sardine_input.jpeg,2025-01-23_10_36_48_(19021)_sardine_input_(2).jpeg,Good,Good,
368,2025-01-23_10_35_32_(19014)_sardine_input.jpeg,2025-01-23_10_35_32_(19014)_sardine_input_(1).jpeg,Good,Good,
369,2025-01-23_10_35_32_(19014)_sardine_input.jpeg,2025-01-23_10_35_32_(19014)_sardine_input_(2).jpeg,Good,Good,
370,2025-01-23_10_30_00_(18979)_sardine_input.jpeg,2025-01-23_10_30_00_(18979)_sardine_input_(1).jpeg,Good,Bad,Softness
371,2025-01-23_10_30_00_(18979)_sardine_input.jpeg,2025-01-23_10_30_00_(18979)_sardine_input_(2).jpeg,Good,Good,
372,2025-01-23_10_31_29_(18990)_sardine_input.jpeg,2025-01-23_10_31_29_(18990)_sardine_input_(1).jpeg,Good,Bad,Softness
373,2025-01-23_10_31_29_(18990)_sardine_input.jpeg,2025-01-23_10_31_29_(18990)_sardine_input_(2).jpeg,Good,Good,
374,2025-01-23_10_29_29_(18976)_sardine_input.jpeg,2025-01-23_10_29_29_(18976)_sardine_input_(1).jpeg,Good,Bad,Softness
375,2025-01-23_10_29_29_(18976)_sardine_input.jpeg,2025-01-23_10_29_29_(18976)_sardine_input_(2).jpeg,Good,Bad,Softness
376,2025-01-23_10_42_46_(19044)_sardine_input.jpeg,2025-01-23_10_42_46_(19044)_sardine_input_(1).jpeg,Good,Good,
377,2025-01-23_10_42_46_(19044)_sardine_input.jpeg,2025-01-23_10_42_46_(19044)_sardine_input_(2).jpeg,Good,Good,
378,2025-01-23_10_36_39_(19020)_sardine_input.jpeg,2025-01-23_10_36_39_(19020)_sardine_input_(1).jpeg,Good,Good,
379,2025-01-23_10_36_39_(19020)_sardine_input.jpeg,2025-01-23_10_36_39_(19020)_sardine_input_(2).jpeg,Good,Good,
380,2025-01-23_10_24_10_(18950)_sardine_input.jpeg,2025-01-23_10_24_10_(18950)_sardine_input_(1).jpeg,Good,Bad,Softness
381,2025-01-23_10_24_10_(18950)_sardine_input.jpeg,2025-01-23_10_24_10_(18950)_sardine_input_(2).jpeg,Good,Good,
382,2025-01-23_10_30_57_(18986)_sardine_input.jpeg,2025-01-23_10_30_57_(18986)_sardine_input_(1).jpeg,Good,Good,
383,2025-01-23_10_30_57_(18986)_sardine_input.jpeg,2025-01-23_10_30_57_(18986)_sardine_input_(2).jpeg,Good,Good,
384,2025-01-23_10_29_46_(18978)_sardine_input.jpeg,2025-01-23_10_29_46_(18978)_sardine_input_(1).jpeg,Good,Good,
385,2025-01-23_10_29_46_(18978)_sardine_input.jpeg,2025-01-23_10_29_46_(18978)_sardine_input_(2).jpeg,Good,Good,
386,2025-01-23_10_35_04_(19011)_sardine_input.jpeg,2025-01-23_10_35_04_(19011)_sardine_input_(1).jpeg,Good,Bad,Softness
387,2025-01-23_10_35_04_(19011)_sardine_input.jpeg,2025-01-23_10_35_04_(19011)_sardine_input_(2).jpeg,Good,Good,
388,2025-01-23_10_34_45_(19009)_sardine_input.jpeg,2025-01-23_10_34_45_(19009)_sardine_input_(1).jpeg,Good,Bad,Softness
389,2025-01-23_10_34_45_(19009)_sardine_input.jpeg,2025-01-23_10_34_45_(19009)_sardine_input_(2).jpeg,Good,Good,
390,2025-01-23_10_43_01_(19046)_sardine_input.jpeg,2025-01-23_10_43_01_(19046)_sardine_input_(1).jpeg,Good,Good,
391,2025-01-23_10_43_01_(19046)_sardine_input.jpeg,2025-01-23_10_43_01_(19046)_sardine_input_(2).jpeg,Good,Good,
