,id,type,labels,description,image_url,Filename,Date
38880,38733,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107094758634_white prawns_bad.jpeg,20240107094758634_white prawns_bad.jpeg,2024-01-07
38881,38734,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107094809240_white prawns_bad.jpeg,20240107094809240_white prawns_bad.jpeg,2024-01-07
38882,38735,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107094818550_white prawns_bad.jpeg,20240107094818550_white prawns_bad.jpeg,2024-01-07
38883,38736,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107094827281_white prawns_bad.jpeg,20240107094827281_white prawns_bad.jpeg,2024-01-07
38884,38737,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107094835900_white prawns_bad.jpeg,20240107094835900_white prawns_bad.jpeg,2024-01-07
38885,38738,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107094844273_white prawns_bad.jpeg,20240107094844273_white prawns_bad.jpeg,2024-01-07
38886,38739,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107094852927_white prawns_bad.jpeg,20240107094852927_white prawns_bad.jpeg,2024-01-07
38887,38740,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107094906814_white prawns_bad.jpeg,20240107094906814_white prawns_bad.jpeg,2024-01-07
38888,38741,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095443591_white prawns_bad.jpeg,20240107095443591_white prawns_bad.jpeg,2024-01-07
38889,38742,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095451618_white prawns_bad.jpeg,20240107095451618_white prawns_bad.jpeg,2024-01-07
38890,38743,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095459698_white prawns_bad.jpeg,20240107095459698_white prawns_bad.jpeg,2024-01-07
38891,38744,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095508463_white prawns_bad.jpeg,20240107095508463_white prawns_bad.jpeg,2024-01-07
38892,38745,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095518827_white prawns_bad.jpeg,20240107095518827_white prawns_bad.jpeg,2024-01-07
38893,38746,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095528722_white prawns_bad.jpeg,20240107095528722_white prawns_bad.jpeg,2024-01-07
38894,38747,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095541596_white prawns_bad.jpeg,20240107095541596_white prawns_bad.jpeg,2024-01-07
38895,38748,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095550353_white prawns_bad.jpeg,20240107095550353_white prawns_bad.jpeg,2024-01-07
38896,38749,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095604992_white prawns_bad.jpeg,20240107095604992_white prawns_bad.jpeg,2024-01-07
38897,51823,seer,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/seer/bad/20240306120235973_seer_bad.jpeg,20240306120235973_seer_bad.jpeg,2024-03-06
38898,38750,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095617033_white prawns_bad.jpeg,20240107095617033_white prawns_bad.jpeg,2024-01-07
38899,38751,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095626671_white prawns_bad.jpeg,20240107095626671_white prawns_bad.jpeg,2024-01-07
38900,38752,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095638728_white prawns_bad.jpeg,20240107095638728_white prawns_bad.jpeg,2024-01-07
38901,38753,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095654689_white prawns_bad.jpeg,20240107095654689_white prawns_bad.jpeg,2024-01-07
38902,38754,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095708607_white prawns_bad.jpeg,20240107095708607_white prawns_bad.jpeg,2024-01-07
38903,38755,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095716834_white prawns_bad.jpeg,20240107095716834_white prawns_bad.jpeg,2024-01-07
38904,38756,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095728674_white prawns_bad.jpeg,20240107095728674_white prawns_bad.jpeg,2024-01-07
38905,38757,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095738535_white prawns_bad.jpeg,20240107095738535_white prawns_bad.jpeg,2024-01-07
38906,38758,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095749373_white prawns_bad.jpeg,20240107095749373_white prawns_bad.jpeg,2024-01-07
38907,38759,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095801127_white prawns_bad.jpeg,20240107095801127_white prawns_bad.jpeg,2024-01-07
38908,38760,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095810770_white prawns_bad.jpeg,20240107095810770_white prawns_bad.jpeg,2024-01-07
38909,38761,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095822076_white prawns_bad.jpeg,20240107095822076_white prawns_bad.jpeg,2024-01-07
38910,38762,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095830337_white prawns_bad.jpeg,20240107095830337_white prawns_bad.jpeg,2024-01-07
38911,38763,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095843742_white prawns_bad.jpeg,20240107095843742_white prawns_bad.jpeg,2024-01-07
38912,38764,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095858913_white prawns_bad.jpeg,20240107095858913_white prawns_bad.jpeg,2024-01-07
38913,38765,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095908239_white prawns_bad.jpeg,20240107095908239_white prawns_bad.jpeg,2024-01-07
38914,38766,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095925131_white prawns_bad.jpeg,20240107095925131_white prawns_bad.jpeg,2024-01-07
38915,38767,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095934510_white prawns_bad.jpeg,20240107095934510_white prawns_bad.jpeg,2024-01-07
38916,38768,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095945354_white prawns_bad.jpeg,20240107095945354_white prawns_bad.jpeg,2024-01-07
38917,38769,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107095956427_white prawns_bad.jpeg,20240107095956427_white prawns_bad.jpeg,2024-01-07
38918,38770,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100006792_white prawns_bad.jpeg,20240107100006792_white prawns_bad.jpeg,2024-01-07
38919,38771,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100016785_white prawns_bad.jpeg,20240107100016785_white prawns_bad.jpeg,2024-01-07
38920,38772,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100028511_white prawns_bad.jpeg,20240107100028511_white prawns_bad.jpeg,2024-01-07
38921,38773,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100037613_white prawns_bad.jpeg,20240107100037613_white prawns_bad.jpeg,2024-01-07
38922,38774,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100048572_white prawns_bad.jpeg,20240107100048572_white prawns_bad.jpeg,2024-01-07
38923,38775,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100100844_white prawns_bad.jpeg,20240107100100844_white prawns_bad.jpeg,2024-01-07
38924,38776,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100208286_white prawns_bad.jpeg,20240107100208286_white prawns_bad.jpeg,2024-01-07
38925,38777,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100218966_white prawns_bad.jpeg,20240107100218966_white prawns_bad.jpeg,2024-01-07
38926,38778,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100228568_white prawns_bad.jpeg,20240107100228568_white prawns_bad.jpeg,2024-01-07
38927,38779,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100237544_white prawns_bad.jpeg,20240107100237544_white prawns_bad.jpeg,2024-01-07
38928,38780,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100246640_white prawns_bad.jpeg,20240107100246640_white prawns_bad.jpeg,2024-01-07
38929,38781,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100258603_white prawns_bad.jpeg,20240107100258603_white prawns_bad.jpeg,2024-01-07
38930,38782,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100308080_white prawns_bad.jpeg,20240107100308080_white prawns_bad.jpeg,2024-01-07
38931,38783,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100319708_white prawns_bad.jpeg,20240107100319708_white prawns_bad.jpeg,2024-01-07
38932,38784,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100336195_white prawns_bad.jpeg,20240107100336195_white prawns_bad.jpeg,2024-01-07
38933,38785,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100346876_white prawns_bad.jpeg,20240107100346876_white prawns_bad.jpeg,2024-01-07
38934,38786,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100356067_white prawns_bad.jpeg,20240107100356067_white prawns_bad.jpeg,2024-01-07
38935,38787,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100406951_white prawns_bad.jpeg,20240107100406951_white prawns_bad.jpeg,2024-01-07
38936,38788,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100417804_white prawns_bad.jpeg,20240107100417804_white prawns_bad.jpeg,2024-01-07
38937,38789,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100428669_white prawns_bad.jpeg,20240107100428669_white prawns_bad.jpeg,2024-01-07
38938,38790,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100604921_white prawns_bad.jpeg,20240107100604921_white prawns_bad.jpeg,2024-01-07
38941,38792,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100627531_white prawns_bad.jpeg,20240107100627531_white prawns_bad.jpeg,2024-01-07
38942,38793,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100630464_white prawns_bad.jpeg,20240107100630464_white prawns_bad.jpeg,2024-01-07
38943,38794,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100639337_white prawns_bad.jpeg,20240107100639337_white prawns_bad.jpeg,2024-01-07
38944,38795,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100648821_white prawns_bad.jpeg,20240107100648821_white prawns_bad.jpeg,2024-01-07
38945,38796,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100701227_white prawns_bad.jpeg,20240107100701227_white prawns_bad.jpeg,2024-01-07
38946,38797,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100709746_white prawns_bad.jpeg,20240107100709746_white prawns_bad.jpeg,2024-01-07
38947,38798,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100719044_white prawns_bad.jpeg,20240107100719044_white prawns_bad.jpeg,2024-01-07
38948,38799,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100729760_white prawns_bad.jpeg,20240107100729760_white prawns_bad.jpeg,2024-01-07
38949,38800,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100738858_white prawns_bad.jpeg,20240107100738858_white prawns_bad.jpeg,2024-01-07
38950,38801,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100748611_white prawns_bad.jpeg,20240107100748611_white prawns_bad.jpeg,2024-01-07
38951,38802,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100759500_white prawns_bad.jpeg,20240107100759500_white prawns_bad.jpeg,2024-01-07
38952,38803,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100759753_white prawns_bad.jpeg,20240107100759753_white prawns_bad.jpeg,2024-01-07
38953,38804,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100811725_white prawns_bad.jpeg,20240107100811725_white prawns_bad.jpeg,2024-01-07
38954,38805,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100822448_white prawns_bad.jpeg,20240107100822448_white prawns_bad.jpeg,2024-01-07
38955,38806,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100834209_white prawns_bad.jpeg,20240107100834209_white prawns_bad.jpeg,2024-01-07
38956,38807,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100845763_white prawns_bad.jpeg,20240107100845763_white prawns_bad.jpeg,2024-01-07
38957,38808,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100857471_white prawns_bad.jpeg,20240107100857471_white prawns_bad.jpeg,2024-01-07
38958,38809,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100906639_white prawns_bad.jpeg,20240107100906639_white prawns_bad.jpeg,2024-01-07
38959,38810,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100917222_white prawns_bad.jpeg,20240107100917222_white prawns_bad.jpeg,2024-01-07
38960,38811,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100927736_white prawns_bad.jpeg,20240107100927736_white prawns_bad.jpeg,2024-01-07
38961,38812,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100940529_white prawns_bad.jpeg,20240107100940529_white prawns_bad.jpeg,2024-01-07
38962,38813,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107100951139_white prawns_bad.jpeg,20240107100951139_white prawns_bad.jpeg,2024-01-07
38963,38814,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101005232_white prawns_bad.jpeg,20240107101005232_white prawns_bad.jpeg,2024-01-07
38964,38815,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101013717_white prawns_bad.jpeg,20240107101013717_white prawns_bad.jpeg,2024-01-07
38965,38816,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101024199_white prawns_bad.jpeg,20240107101024199_white prawns_bad.jpeg,2024-01-07
38966,38817,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101033379_white prawns_bad.jpeg,20240107101033379_white prawns_bad.jpeg,2024-01-07
38967,38818,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101044623_white prawns_bad.jpeg,20240107101044623_white prawns_bad.jpeg,2024-01-07
38968,38819,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101053936_white prawns_bad.jpeg,20240107101053936_white prawns_bad.jpeg,2024-01-07
38969,38820,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101103143_white prawns_bad.jpeg,20240107101103143_white prawns_bad.jpeg,2024-01-07
38970,38821,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101112648_white prawns_bad.jpeg,20240107101112648_white prawns_bad.jpeg,2024-01-07
38971,38822,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101121872_white prawns_bad.jpeg,20240107101121872_white prawns_bad.jpeg,2024-01-07
38972,38823,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101135109_white prawns_bad.jpeg,20240107101135109_white prawns_bad.jpeg,2024-01-07
38973,38824,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101147321_white prawns_bad.jpeg,20240107101147321_white prawns_bad.jpeg,2024-01-07
38974,38825,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101159956_white prawns_bad.jpeg,20240107101159956_white prawns_bad.jpeg,2024-01-07
38975,38826,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101201364_white prawns_bad.jpeg,20240107101201364_white prawns_bad.jpeg,2024-01-07
38976,38827,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101210468_white prawns_bad.jpeg,20240107101210468_white prawns_bad.jpeg,2024-01-07
38977,38828,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101222181_white prawns_bad.jpeg,20240107101222181_white prawns_bad.jpeg,2024-01-07
38978,38829,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101232949_white prawns_bad.jpeg,20240107101232949_white prawns_bad.jpeg,2024-01-07
38979,38830,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101241649_white prawns_bad.jpeg,20240107101241649_white prawns_bad.jpeg,2024-01-07
38980,38831,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101252932_white prawns_bad.jpeg,20240107101252932_white prawns_bad.jpeg,2024-01-07
38981,38832,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101301871_white prawns_bad.jpeg,20240107101301871_white prawns_bad.jpeg,2024-01-07
38982,38833,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101315459_white prawns_bad.jpeg,20240107101315459_white prawns_bad.jpeg,2024-01-07
38983,38834,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101326040_white prawns_bad.jpeg,20240107101326040_white prawns_bad.jpeg,2024-01-07
38984,38835,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101337372_white prawns_bad.jpeg,20240107101337372_white prawns_bad.jpeg,2024-01-07
38985,38836,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101347689_white prawns_bad.jpeg,20240107101347689_white prawns_bad.jpeg,2024-01-07
38986,38837,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101744719_white prawns_bad.jpeg,20240107101744719_white prawns_bad.jpeg,2024-01-07
38995,38846,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101906400_white prawns_bad.jpeg,20240107101906400_white prawns_bad.jpeg,2024-01-07
38996,38847,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240107101914868_white prawns_bad.jpeg,20240107101914868_white prawns_bad.jpeg,2024-01-07
39097,38946,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109093040723_white prawns_bad.jpeg,20240109093040723_white prawns_bad.jpeg,2024-01-09
39113,65637,mackerel,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/mackerel/bad/20240523101232613_mackerel_bad.jpeg,20240523101232613_mackerel_bad.jpeg,2024-05-23
39124,38971,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109093610203_white prawns_bad.jpeg,20240109093610203_white prawns_bad.jpeg,2024-01-09
39125,38972,white prawns,bad,"Color, Softness",https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109093626744_white prawns_bad.jpeg,20240109093626744_white prawns_bad.jpeg,2024-01-09
39141,38988,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109093947275_white prawns_bad.jpeg,20240109093947275_white prawns_bad.jpeg,2024-01-09
39147,38994,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109094159326_white prawns_bad.jpeg,20240109094159326_white prawns_bad.jpeg,2024-01-09
39172,39018,white prawns,bad,Color,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109094828239_white prawns_bad.jpeg,20240109094828239_white prawns_bad.jpeg,2024-01-09
39286,39130,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103050043_white prawns_bad.jpeg,20240109103050043_white prawns_bad.jpeg,2024-01-09
39287,39131,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103101335_white prawns_bad.jpeg,20240109103101335_white prawns_bad.jpeg,2024-01-09
39288,39132,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103111110_white prawns_bad.jpeg,20240109103111110_white prawns_bad.jpeg,2024-01-09
39289,39133,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103122552_white prawns_bad.jpeg,20240109103122552_white prawns_bad.jpeg,2024-01-09
39290,39134,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103130272_white prawns_bad.jpeg,20240109103130272_white prawns_bad.jpeg,2024-01-09
39291,39135,white prawns,bad,"Softness, Smell",https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103140170_white prawns_bad.jpeg,20240109103140170_white prawns_bad.jpeg,2024-01-09
39292,39136,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103147803_white prawns_bad.jpeg,20240109103147803_white prawns_bad.jpeg,2024-01-09
39293,39137,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103155449_white prawns_bad.jpeg,20240109103155449_white prawns_bad.jpeg,2024-01-09
39294,39138,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103203853_white prawns_bad.jpeg,20240109103203853_white prawns_bad.jpeg,2024-01-09
39295,39139,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103211810_white prawns_bad.jpeg,20240109103211810_white prawns_bad.jpeg,2024-01-09
39296,39140,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103220894_white prawns_bad.jpeg,20240109103220894_white prawns_bad.jpeg,2024-01-09
39297,39141,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103230595_white prawns_bad.jpeg,20240109103230595_white prawns_bad.jpeg,2024-01-09
39298,39142,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103239200_white prawns_bad.jpeg,20240109103239200_white prawns_bad.jpeg,2024-01-09
39299,39143,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103247511_white prawns_bad.jpeg,20240109103247511_white prawns_bad.jpeg,2024-01-09
39300,39144,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103258482_white prawns_bad.jpeg,20240109103258482_white prawns_bad.jpeg,2024-01-09
39301,39145,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103311291_white prawns_bad.jpeg,20240109103311291_white prawns_bad.jpeg,2024-01-09
39302,39146,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103311936_white prawns_bad.jpeg,20240109103311936_white prawns_bad.jpeg,2024-01-09
39303,39147,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103329037_white prawns_bad.jpeg,20240109103329037_white prawns_bad.jpeg,2024-01-09
39304,39148,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103338010_white prawns_bad.jpeg,20240109103338010_white prawns_bad.jpeg,2024-01-09
39305,39149,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103350245_white prawns_bad.jpeg,20240109103350245_white prawns_bad.jpeg,2024-01-09
39306,39150,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103400751_white prawns_bad.jpeg,20240109103400751_white prawns_bad.jpeg,2024-01-09
39307,39151,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103413634_white prawns_bad.jpeg,20240109103413634_white prawns_bad.jpeg,2024-01-09
39308,39152,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103424115_white prawns_bad.jpeg,20240109103424115_white prawns_bad.jpeg,2024-01-09
39309,39153,white prawns,bad,Softness,https://fish-data-collection.s3.ap-south-1.amazonaws.com/white prawns/bad/20240109103434053_white prawns_bad.jpeg,20240109103434053_white prawns_bad.jpeg,2024-01-09
